question,contexts,ground_truth,answer
Можно ли внести частичное досрочное погашение кредита? И как это повлияет на остаток задолженности?,"['«Клиент имеет право досрочно погасить Задолженность с уплатой Банку суммы непогашенного Кредита и начисленных процентов, а также (если применимо) комиссий и плат, предусмотренных Тарифным планом, в любой момент путем зачисления необходимой суммы денежных средств на Картсчет (Счет) и извещения Банка о необходимости проведения досрочного погашения. В случае частичного досрочного погашения уменьшается срок Кредита или сумма Регулярного платежа по выбору Клиента, при этом Клиент не освобождается от оплаты ближайшего Регулярного платежа, а также применимых комиссий и плат, предусмотренных Тарифным планом.», «При обращении Клиента в Банк для совершения частичного досрочного погашения до или в дату оплаты ближайшего Регулярного платежа Клиенту может быть предложено совершить частичное досрочное погашение с погашением ближайшего Регулярного платежа и последующим уменьшением срока Кредита или суммы Регулярного платежа по выбору Клиента.»']","Да, Клиент имеет право совершить частичное досрочное погашение кредита. При этом по выбору Клиента уменьшится либо срок кредита, либо сумма регулярного платежа. Однако Клиент не освобождается от оплаты ближайшего регулярного платежа и применимых комиссий.","Да, в соответствии с условиями пользовательского соглашения банка Tinkoff, клиент имеет право на частичное досрочное погашение задолженности по кредиту. При этом клиент должен уплатить банку сумму непогашенного кредита, начисленные проценты, а также комиссии и платы, предусмотренные тарифным планом. Частичное досрочное погашение может привести к уменьшению срока кредита или суммы регулярного платежа по выбору клиента. Однако клиент не освобождается от оплаты ближайшего регулярного платежа, а также применимых комиссий и плат, предусмотренных тарифным планом. При обращении в банк для совершения частичного досрочного погашения до или в дату оплаты ближайшего регулярного платежа клиенту может быть предложено совершить частичное досрочное погашение с погашением ближайшего регулярного платежа и последующим уменьшением срока кредита или суммы регулярного платежа по выбору клиента."
Что будет в случае просрочки платежа по кредиту? И какой штраф может быть начислен?,"['«В случае неоплаты платежа Клиент должен уплатить штраф за неоплату Минимального платежа согласно Тарифному плану. Банк рассматривает любой поступивший платеж Клиента как признание Клиентом данного штрафа в размере поступившего платежа, но не более суммы штрафа, определенного в соответствии с Тарифами.»']","В случае неоплаты минимального платежа по кредиту, Клиент должен уплатить штраф в соответствии с Тарифным планом. Размер штрафа определяется Тарифами, и любой поступивший от Клиента платеж Банк будет рассматривать как оплату штрафа в пределах установленной суммы.","При просрочке платежа по кредиту, вам необходимо связаться с Банком через дистанционное обслуживание и оформить претензию. Сотрудник Банка поможет вам в этом процессе. При этом, в случае просрочки платежа, может быть начислен штраф, который зависит от условий вашего кредитного договора. Рекомендуется внимательно изучить условия кредита, чтобы быть в курсе возможных штрафов и последствий просрочки. В случае возникновения вопросов или необходимости более подробной информации, рекомендуется обратиться в Банк для получения консультации."
Можно ли на время приостановить выплаты по кредиту? И как это повлияет на начисление процентов?,"['«На основании обращения Клиента и по согласованию с Банком на период от 1 (одного) до 12 (двенадцати) месяцев возможно приостановление обязанности Клиента по погашению Задолженности, по оплате Регулярных платежей и/или иных платежей. В указанный период Банк вправе приостановить начисление процентов и иных сумм, предусмотренных Договором реструктуризации задолженности.»']","Да, на основании обращения Клиента и по согласованию с Банком возможно приостановить обязанность по погашению задолженности и оплате платежей на срок от 1 до 12 месяцев. В этот период Банк вправе также приостановить начисление процентов и иных сумм по кредиту.","Для временного приостановления выплат по кредиту и изменения начисления процентов необходимо обратиться в Банк через дистанционное обслуживание и оформить претензию. Сотрудник Банка поможет вам в этом процессе. Пожалуйста, уточните все детали и условия сотрудников банка для точной информации по вашему конкретному случаю."
Я хочу оформить дополнительную карту на супругу. Как это сделать? И будет ли она иметь доступ к общему лимиту по кредитке?,"['«3.2. По заявлению Клиента, переданному в Банк на бумажном носителе или через Дистанционное обслуживание, в рамках Договора кредитной карты Банком может быть выпущена одна или несколько дополнительных Кредитных карт.»', '«3.5. Клиент вправе установить лимит для проведения расходных операций с использованием Кредитной карты.»']","Вы можете оформить дополнительную кредитную карту на супругу, подав заявление в банк на бумажном носителе или через дистанционное обслуживание. Дополнительная карта будет иметь доступ к общему лимиту задолженности по вашей основной кредитной карте, однако вы можете установить отдельный лимит для расходных операций по дополнительной карте.","Для оформления дополнительной карты на супругу вам необходимо обратиться в Банк через дистанционное обслуживание и оформить запрос на выдачу дополнительной карты. Сотрудник Банка поможет вам в этом процессе. После оформления карты, ваша супруга сможет иметь доступ к общему лимиту по кредитной карте, если это предусмотрено условиями вашего договора с банком. Важно уточнить эту информацию у сотрудника Банка во время оформления дополнительной карты."
"А что если я потеряю карту? Сколько у меня есть времени, чтобы ее заблокировать? И как вообще это делается? Через приложение или звонить надо?","['«6.1. При обнаружении утери, кражи или порчи Кредитной карты и/или возникновения подозрений, что Кредитная карта или ее реквизиты, а также ПИН-код, QR-код, Коды доступа, Аутентификационные данные, Абонентский номер, Абонентское устройство могли быть утрачены или похищены, а также в случае изъятия Кредитной карты в банкомате или торгово-сервисном предприятии и в случае изменения имени или фамилии Держателя Клиент должен незамедлительно уведомить Банк по телефонам 8 800 555-10-10 или +7 495 645-59-19 (круглосуточно) и заблокировать Кредитную карту и/или Интернет-Банк и/или Мобильный банк, а также подать заявление о досрочном перевыпуске Кредитной карты.»']","В случае утери или кражи кредитной карты, вы должны незамедлительно уведомить банк по телефонам горячей линии 8 800 555-10-10 или +7 495 645-59-19 (круглосуточно) и заблокировать карту. Также необходимо подать заявление на досрочный перевыпуск новой карты. Чем быстрее вы заблокируете карту, тем меньше риск несанкционированного использования.","Для того, чтобы заблокировать карту Tinkoff в случае ее потери, вам необходимо как можно быстрее сообщить о случившемся в Банк, используя дистанционное обслуживание. Карту можно заблокировать по телефону, через интернет-банк или мобильное приложение Банка. Чем раньше вы это сделаете, тем меньше вероятность несанкционированного использования карты злоумышленниками. Необходимо также установить лимиты на операции и снятие наличных по карте, чтобы минимизировать потенциальные финансовые потери. Если вы не уверены, что карта была украдена, можно установить лимит ""0"" на операции и запретить покупки через Интернет. После блокировки карты, вам следует обратиться в Банк для получения дальнейших инструкций. Не стоит пытаться разблокировать карту – ее можно только перевыпустить. В случае утери карты на территории РФ, рекомендуется также заявить об утрате в полицию. Если карта была украдена за границей, следует обратиться в полицию или консульский отдел посольства Российской Федерации в соответствующей стране."
"Прочитал тут у вас про блокировку карточки. А если я её забуду забрать в банкомате, что тогда делать?","['«6.1. [...] а также в случае изъятия Кредитной карты в банкомате или торгово-сервисном предприятии и в случае изменения имени или фамилии Держателя Клиент должен незамедлительно уведомить Банк по телефонам 8 800 555-10-10 или +7 495 645-59-19 (круглосуточно) и заблокировать Кредитную карту и/или Интернет-Банк и/или Мобильный банк, а также подать заявление о досрочном перевыпуске Кредитной карты.»']","Если вы забыли карту в банкомате, вам необходимо незамедлительно сообщить об этом в банк по телефонам горячей линии 8 800 555-10-10 или +7 495 645-59-19 и заблокировать кредитную карту, а также подать заявление на ее досрочный перевыпуск. Это позволит предотвратить возможное несанкционированное использование забытой карты третьими лицами.","Если вы забудете забрать карту из банкомата, следует немедленно обратиться в банк посредством дистанционного обслуживания. Если карта была удержана банкоматом стороннего банка, необходимо связаться с банком, обслуживающим данный банкомат. В случае технического сбоя или промедления с извлечением карты, она может быть выдана вам при предъявлении документа, удостоверяющего личность. Некоторые сторонние банки могут потребовать письменный запрос из банка, выпустившего карту, для возврата удержанной карты. Важно помнить, что сторонний банк вправе не вернуть карту, если она была заблокирована ранее или по другим причинам. Если возникли какие-либо сложности, рекомендуется обратиться в банк, который выпустил карту, для получения дополнительной поддержки."
"А есть ли какие-то льготные условия, если я захочу приостановить выплаты по кредитке на какое-то время? Например, на ремонт или что-то в этом роде?","['«5.15. На основании обращения Клиента и по согласованию с Банком на период от 1 (одного) до 12 (двенадцати) месяцев возможно приостановление обязанности Клиента по погашению Задолженности, по оплате Минимальных платежей, Регулярных платежей и/или иных платежей. В указанный период Банк вправе приостановить начисление процентов и иных сумм, предусмотренных Договором кредитной карты.»']","Да, в документе указано, что по обращению клиента и по согласованию с банком возможно приостановление обязанности по погашению задолженности, выплате минимальных и регулярных платежей на срок от 1 до 12 месяцев. В этот период банк также может приостановить начисление процентов и других сумм по кредитной карте. Таким образом, вы можете получить льготный период для ремонта или других нужд, обратившись в банк с соответствующим заявлением.","Да, согласно условиям банка Tinkoff, возможно приостановление обязанности клиента по погашению задолженности, минимальных платежей и/или иных платежей на период от 1 до 12 месяцев. В указанный период банк вправе приостановить начисление процентов и иных сумм, предусмотренных договором кредитной карты. Оставшийся срок возврата кредита продлевается на согласованный период приостановления обязанности клиента. Таким образом, клиент может обратиться в банк для согласования и уточнения условий приостановления выплат по кредитке на нужный ему период, например, на ремонт или другие цели."
Какие процедуры предусмотрены банком для обработки жалоб клиентов?,"['Банк имеет установленные процедуры для обработки и рассмотрения жалоб клиентов, включая регистрацию жалобы, ее анализ и предоставление ответа клиенту в установленные сроки.']","Банк следует четко установленным процедурам для обработки жалоб клиентов, которые включают регистрацию жалобы, ее тщательный анализ и предоставление ответа клиенту в соответствии с установленными сроками.","Для обработки жалоб клиентов банк Tinkoff предусматривает следующие процедуры:

1. Клиент должен предоставить любые документы, запрошенные банком, не позднее 3 (трех) рабочих дней с даты первого представления их в налоговый орган.
2. В случае отсутствия необходимых документов, клиент должен представить письмо по форме банка с пояснениями о причинах невозможности предоставления документов.
3. Возможно запросить оборотно-сальдовую ведомость по всем счетам бухгалтерского учета и/или регистры бухгалтерского учета.
4. В случае отсутствия возможности получения сведений в виде документов, перечисленных в предыдущих пунктах, предоставляются другие источники информации, такие как отзывы о клиенте от других клиентов банка или других кредитных организаций.
5. При необходимости обновления сведений о клиенте, эти данные могут быть перепроверены при возникновении сомнений в их достоверности.

Если у вас возникли дополнительные вопросы по процедурам обработки жалоб, рекомендую обратиться в банк Tinkoff для получения более подробной информации."
Что происходит с депозитами в случае смерти?,['В случае смерти клиента банк замораживает депозиты до решения вопросов наследства в соответствии с законодательством.'],"После смерти клиента банк замораживает все его депозиты и удерживает их до тех пор, пока не будут решены вопросы наследства в соответствии с действующим законодательством.","В случае смерти владельца депозита в банке Tinkoff, депозит может быть подвергнут процедуре наследования в соответствии с действующим законодательством Российской Федерации. Право собственности на депозит и все связанные с ним документы могут быть переданы наследникам умершего владельца депозита. Для получения подробной информации о процедуре наследования депозита в случае смерти владельца, рекомендуется обратиться в банк Tinkoff для консультации с специалистами по наследственным вопросам."
Могу я отказаться от получения уведомлений от банка и как это влияет на его обслуживание?,"['Клиенты имеют право отказаться от получения определенных типов уведомлений от банка, однако это может повлиять на их способность получать своевременную информацию о изменениях условий, сбоях в системе или других важных обновлениях.']","Клиенты могут отказаться от получения определенных типов уведомлений от банка, но это может привести к тому, что они не будут получать важные обновления и информацию своевременно, что может повлиять на их способность управлять своими счетами и услугами эффективно.","Для отказа от получения уведомлений от банка Tinkoff вам необходимо обратиться в банк через дистанционное обслуживание и сделать соответствующее заявление. Вы можете скачать образец заявления на сайте банка или запросить его у сотрудника. В заявлении укажите, что вы отказываетесь от получения уведомлений и предоставьте все необходимые документы. Отказ от уведомлений не должен негативно сказываться на обслуживании вашего счета или карты, однако уточните эту информацию у сотрудников банка для дополнительной уверенности."
Как я могу увеличить лимит по своей кредитной карте?,"['Для увеличения кредитного лимита клиенты должны подать заявление через мобильное приложение или веб-сайт банка, после чего банк рассмотрит их кредитную историю и текущую финансовую ситуацию.']","Чтобы увеличить кредитный лимит, клиентам необходимо подать соответствующее заявление через мобильное приложение или веб-сайт банка. Банк затем оценит их кредитную историю и текущую финансовую ситуацию перед принятием решения.","Для увеличения лимита по кредитной карте вам необходимо обратиться в Банк Tinkoff. Банк может рассмотреть ваш запрос на увеличение лимита, однако решение будет принято исходя из различных факторов, включая вашу кредитную историю, финансовое положение и другие обстоятельства. Чтобы подать запрос на увеличение лимита, вы можете воспользоваться дистанционным обслуживанием банка и следовать инструкциям сотрудника банка. Необходимо помнить, что банк оставляет за собой право отказать в увеличении лимита без объяснения причин, если по его мнению операция может противоречить законодательству РФ."
"Каковы условия отмены банковской операции, например, перевода средств или платежа?","['Клиенты могут отменить определенные банковские операции, если они не были еще обработаны банком. Условия отмены операций установлены в пользовательском соглашении и зависят от типа операции.']","Условия отмены банковской операции зависят от того, была ли операция уже обработана банком. Для операций, которые еще не обработаны, клиенты могут инициировать отмену, следуя процедурам, описанным в пользовательском соглашении и в зависимости от типа операции.","Для ответа на ваш вопрос о условиях отмены банковской операции, например, перевода средств или платежа, необходимо обратиться к пункту 5.1 и 5.2 контекста. В соответствии с указанными пунктами, банк имеет право расторгнуть Договор реструктуризации задолженности в одностороннем порядке в случаях, предусмотренных законодательством Российской Федерации, включая случаи выявления недостоверной информации, невыполнения клиентом обязательств или по усмотрению банка. При расторжении такого договора и наличии излишне перечисленных денежных средств, банк осуществляет их возврат клиенту по указанному адресу или иным согласованным способом. Банк также имеет право удержать комиссию за перевод денежных средств. В случае отсутствия распоряжения клиента о переводе денежных средств в течение определенного срока, они могут быть переданы банку. Если клиент не дает распоряжение в течение трех лет, то указанные денежные средства также считаются переданными банку. Таким образом, условия отмены банковской операции зависят от соблюдения условий договора и законодательства."
Какие услуги доступны клиентам через Интернет-банк?,"['Через Интернет-банк клиенты могут управлять своими счетами, осуществлять платежи и переводы, а также получать детальную информацию о своих финансовых операциях.']","Интернет-банк предоставляет клиентам возможности управления их счетами, осуществления платежей и переводов, а также доступ к подробной информации о всех их финансовых операциях.","Через Интернет-банк клиенты могут воспользоваться различными услугами банка, такими как:
- Получение информации о состоянии своих счетов и операциях
- Осуществление платежей и переводов денежных средств
- Обмен валюты
- Получение информации о доступных кредитах и услугах банка
- И другие операции по усмотрению банка

Также клиенты имеют возможность изменить аутентификационные данные для безопасного доступа к своим счетам через Интернет-банк. Важно помнить, что использование аутентификационных данных является надлежащей и достаточной идентификацией клиента, что подтверждает его право совершать операции через Интернет.

Если у клиента возникли вопросы по конкретным услугам Интернет-банка, рекомендуется обратиться в банк для получения более подробной информации."
"Я не пользовалась кредиткой год, но у меня там лежат мои 800 рублей, я могу их как-то вернуть?","['""8. Расторжение Договора кредитной карты\n                8.1. Банк вправе в любой момент расторгнуть Договор кредитной карты в одностороннем порядке в случаях, предусмотренных \n                законодательством Российской Федерации, а также:\n                • в случае если Держатель не пользовался Кредитной картой более, чем 6 (шесть) месяцев при отсутствии \n                Задолженности по Договору кредитной карты;\n                В этих случаях Банк блокирует все Кредитные карты/Токены, выпущенные в рамках Договора кредитной карты. Договор \n                кредитной карты считается расторгнутым со дня формирования Банком Заключительного счета, который направляется \n                Клиенту. Если в момент расторжения Договора кредитной карты Задолженность Клиента перед Банком отсутствует, Банк \n                вправе расторгнуть Договор кредитной карты без направления Заключительного счета, информируя Клиента о своем \n                решении любым способом по усмотрению Банка.\n                8.5. В случае, если при расторжении Договора кредитной карты в Банке находятся денежные средства Клиента, излишне \n                перечисленные им при погашении Задолженности, Банк осуществляет возврат таких денежных средств по распоряжению \n                Клиента почтовым переводом или иным способом, указанном в распоряжении Клиента. При этом Банк вправе удержать \n                из суммы такого перевода комиссию за перевод денежных средств в размере, предусмотренном Тарифами на услуги \n                по переводам, платежам и дополнительные услуги с использованием каналов Дистанционного обслуживания.\n                8.6. В случае неполучения Банком распоряжения Клиента о переводе денежных средств в течение 120 (ста двадцати) дней \n                со дня обработки Банком последней операции Клиента/Держателя и, если остаток денежных средств не превышает \n                1000 руб., указанный остаток считается безвозмездно переданным Банку. \n                В случае неполучения Банком распоряжения Клиента о переводе денежных средств в течение 3 (трех) лет со дня обработки \n                Банком последней операции Клиента/Держателя указанные денежные средства считаются безвозмездно переданными \n                Банку.\n                ']","Согласно пунуту 8.6 - вы не можете вернуть ваши деньги, так как не дали распоряжение Банку о переводе денежных средств в течение 120 дней.","Для возврата денежных средств, которые находятся на вашей кредитной карте, но которой вы не пользовались в течение года, вам необходимо связаться с Банком посредством дистанционного обслуживания и оформить претензию. Сотрудник Банка поможет вам в этом процессе. Пожалуйста, уточните у сотрудника банка все необходимые шаги для возврата указанной суммы на ваш счет."
